arch_config,gpu latency,flops,params,top1
"{'wid': None, 'ks': [7, 7, 7, 5, 7, 7, 3, 7, 3, 3, 5, 3, 7, 7, 5, 5, 3, 5, 7, 5], 'e': [6, 4, 4, 4, 3, 4, 3, 6, 3, 3, 4, 6, 4, 4, 4, 3, 6, 6, 3, 6], 'd': [2, 2, 2, 4, 3], 'r': [160]}",20.8107,203201936,6919080,74.89583333
"{'wid': None, 'ks': [7, 5, 3, 3, 3, 3, 5, 5, 3, 5, 3, 3, 5, 7, 7, 7, 7, 5, 7, 5], 'e': [3, 4, 6, 3, 6, 6, 4, 4, 3, 4, 4, 6, 4, 6, 6, 3, 3, 3, 6, 3], 'd': [2, 2, 2, 4, 3], 'r': [176]}",24.0175,245913056,7188968,74.89583333
"{'wid': None, 'ks': [5, 7, 3, 5, 7, 7, 3, 7, 7, 5, 5, 7, 5, 3, 3, 7, 3, 3, 5, 7], 'e': [4, 4, 4, 3, 3, 6, 3, 3, 3, 6, 6, 6, 4, 6, 6, 3, 4, 3, 6, 4], 'd': [2, 2, 2, 4, 3], 'r': [192]}",27.6339,293857664,7224216,78.85416667
"{'wid': None, 'ks': [5, 5, 5, 7, 7, 7, 3, 7, 7, 7, 7, 5, 3, 3, 3, 7, 5, 3, 3, 5], 'e': [4, 4, 4, 4, 3, 6, 3, 4, 3, 3, 6, 4, 6, 6, 4, 4, 3, 6, 3, 4], 'd': [2, 2, 2, 4, 3], 'r': [208]}",32.2381,329311296,7014272,79.89583333
"{'wid': None, 'ks': [7, 7, 5, 5, 3, 5, 3, 3, 5, 3, 3, 5, 7, 5, 3, 3, 3, 5, 7, 3], 'e': [4, 6, 3, 4, 6, 6, 4, 3, 4, 3, 6, 3, 4, 6, 3, 6, 4, 4, 6, 6], 'd': [2, 2, 2, 4, 3], 'r': [224]}",39.9819,429585024,7434096,79.375
"{'wid': None, 'ks': [3, 3, 7, 3, 7, 3, 7, 7, 5, 3, 7, 7, 7, 7, 3, 5, 3, 7, 5, 7], 'e': [4, 6, 4, 3, 6, 3, 4, 3, 3, 3, 6, 3, 6, 6, 6, 3, 4, 6, 3, 3], 'd': [2, 2, 2, 4, 4], 'r': [160]}",20.5522,209400384,7754896,76.04166667
"{'wid': None, 'ks': [3, 5, 7, 3, 3, 7, 7, 5, 5, 3, 5, 5, 5, 5, 5, 5, 7, 3, 5, 3], 'e': [3, 4, 4, 4, 6, 6, 4, 6, 6, 6, 6, 6, 3, 4, 3, 6, 3, 6, 6, 4], 'd': [2, 2, 2, 4, 4], 'r': [176]}",23.7667,255144080,8169288,78.125
"{'wid': None, 'ks': [5, 3, 5, 3, 7, 7, 7, 7, 7, 7, 5, 3, 7, 3, 3, 7, 5, 7, 7, 3], 'e': [6, 3, 3, 3, 3, 6, 3, 4, 3, 3, 4, 6, 3, 3, 6, 3, 4, 4, 3, 6], 'd': [2, 2, 2, 4, 4], 'r': [192]}",27.0525,278987648,7387256,78.75
"{'wid': None, 'ks': [3, 7, 5, 3, 5, 3, 5, 5, 7, 3, 5, 5, 7, 7, 5, 7, 3, 3, 7, 3], 'e': [4, 6, 4, 6, 3, 6, 4, 6, 3, 4, 6, 3, 6, 3, 4, 4, 3, 4, 3, 3], 'd': [2, 2, 2, 4, 4], 'r': [208]}",32.5542,337785472,6584920,79.16666667
"{'wid': None, 'ks': [7, 3, 3, 7, 3, 7, 7, 7, 3, 5, 5, 7, 5, 7, 7, 7, 3, 5, 5, 5], 'e': [6, 4, 6, 4, 6, 6, 4, 3, 3, 6, 6, 6, 3, 3, 3, 6, 6, 4, 6, 4], 'd': [2, 2, 2, 4, 4], 'r': [224]}",45.6913,437956224,7975848,79.0625
"{'wid': None, 'ks': [5, 5, 5, 7, 3, 3, 7, 5, 3, 7, 3, 5, 5, 3, 7, 3, 3, 3, 3, 5], 'e': [3, 3, 3, 6, 4, 3, 6, 3, 4, 3, 6, 6, 6, 3, 4, 6, 4, 4, 6, 3], 'd': [2, 2, 3, 2, 2], 'r': [160]}",15.0856,133746816,5268760,73.33333333
"{'wid': None, 'ks': [3, 7, 7, 5, 5, 3, 5, 5, 7, 5, 7, 7, 3, 5, 5, 3, 7, 3, 7, 3], 'e': [4, 4, 6, 4, 4, 4, 6, 3, 4, 6, 3, 6, 4, 6, 4, 6, 6, 3, 6, 3], 'd': [2, 2, 3, 2, 2], 'r': [176]}",21.1754,199569936,5653976,76.25
"{'wid': None, 'ks': [7, 5, 3, 5, 7, 3, 5, 3, 7, 7, 5, 7, 5, 5, 5, 7, 7, 5, 7, 7], 'e': [4, 3, 6, 6, 4, 6, 3, 4, 3, 3, 3, 4, 4, 4, 6, 3, 3, 3, 4, 4], 'd': [2, 2, 3, 2, 2], 'r': [192]}",21.6885,201373408,4946464,76.66666667
"{'wid': None, 'ks': [3, 5, 7, 5, 3, 5, 5, 7, 5, 7, 7, 5, 7, 3, 5, 3, 5, 7, 7, 7], 'e': [4, 3, 6, 6, 3, 3, 6, 3, 6, 3, 3, 4, 4, 3, 4, 6, 3, 4, 3, 3], 'd': [2, 2, 3, 2, 2], 'r': [208]}",23.9625,219039328,5031432,77.08333333
"{'wid': None, 'ks': [3, 3, 3, 7, 7, 5, 3, 5, 7, 5, 7, 3, 3, 5, 3, 3, 7, 3, 3, 5], 'e': [3, 3, 6, 6, 3, 4, 3, 4, 4, 6, 3, 3, 4, 3, 6, 3, 3, 3, 6, 3], 'd': [2, 2, 3, 2, 2], 'r': [224]}",26.4361,240157376,4854536,76.875
"{'wid': None, 'ks': [7, 3, 3, 7, 5, 5, 5, 3, 3, 7, 7, 7, 7, 5, 3, 5, 7, 5, 7, 7], 'e': [4, 3, 6, 3, 6, 6, 6, 4, 4, 3, 6, 6, 4, 6, 4, 6, 3, 6, 6, 6], 'd': [2, 2, 3, 2, 3], 'r': [160]}",19.5468,181519136,7231000,75
"{'wid': None, 'ks': [7, 3, 7, 5, 5, 7, 5, 3, 3, 5, 3, 5, 7, 5, 7, 5, 3, 3, 3, 7], 'e': [4, 4, 4, 6, 6, 6, 4, 4, 6, 4, 4, 6, 3, 4, 6, 3, 4, 6, 4, 4], 'd': [2, 2, 3, 2, 3], 'r': [176]}",21.019,212818528,6381160,76.97916667
"{'wid': None, 'ks': [7, 3, 3, 3, 7, 3, 5, 7, 3, 7, 7, 7, 7, 5, 5, 5, 5, 3, 3, 3], 'e': [4, 3, 6, 4, 6, 3, 6, 4, 4, 3, 6, 3, 6, 6, 4, 4, 6, 3, 4, 6], 'd': [2, 2, 3, 2, 3], 'r': [192]}",25.7823,252534720,6410128,78.22916667
"{'wid': None, 'ks': [5, 7, 7, 7, 5, 7, 7, 5, 3, 3, 5, 7, 7, 5, 3, 7, 7, 5, 3, 3], 'e': [4, 3, 3, 4, 6, 3, 6, 4, 4, 6, 3, 4, 4, 4, 6, 6, 4, 6, 4, 4], 'd': [2, 2, 3, 2, 3], 'r': [208]}",27.7404,282438816,6431648,78.4375
"{'wid': None, 'ks': [7, 5, 3, 3, 7, 7, 3, 3, 3, 7, 5, 7, 3, 3, 7, 5, 7, 7, 5, 5], 'e': [6, 4, 4, 3, 6, 6, 3, 4, 3, 3, 3, 6, 3, 3, 3, 4, 3, 3, 3, 3], 'd': [2, 2, 3, 2, 3], 'r': [224]}",34.0711,324843072,5225192,75.83333333
"{'wid': None, 'ks': [3, 3, 7, 5, 5, 5, 3, 3, 7, 3, 3, 5, 3, 7, 3, 3, 3, 5, 3, 3], 'e': [3, 4, 3, 6, 3, 4, 3, 6, 6, 3, 3, 3, 3, 4, 3, 4, 3, 6, 4, 6], 'd': [2, 2, 3, 2, 4], 'r': [160]}",16.0679,151643040,7308240,74.79166667
"{'wid': None, 'ks': [3, 7, 3, 7, 5, 5, 5, 7, 7, 3, 5, 5, 7, 7, 3, 3, 5, 7, 3, 3], 'e': [3, 3, 6, 3, 3, 6, 6, 3, 3, 4, 4, 4, 6, 4, 4, 4, 4, 3, 6, 3], 'd': [2, 2, 3, 2, 4], 'r': [176]}",20.6744,202862960,6770704,76.14583333
"{'wid': None, 'ks': [5, 5, 5, 7, 5, 5, 5, 3, 7, 3, 5, 7, 3, 3, 5, 5, 5, 5, 5, 5], 'e': [4, 4, 4, 4, 3, 3, 3, 6, 6, 6, 3, 6, 3, 3, 6, 3, 6, 3, 4, 3], 'd': [2, 2, 3, 2, 4], 'r': [192]}",22.1612,223663296,6205832,77.29166667
"{'wid': None, 'ks': [5, 7, 5, 3, 7, 7, 7, 7, 7, 7, 5, 3, 5, 5, 7, 3, 5, 7, 3, 3], 'e': [6, 3, 3, 6, 3, 3, 4, 4, 4, 6, 4, 6, 3, 3, 6, 3, 3, 4, 4, 4], 'd': [2, 2, 3, 2, 4], 'r': [208]}",29.5883,289508512,6261696,77.8125
"{'wid': None, 'ks': [3, 5, 5, 3, 3, 7, 7, 7, 5, 7, 5, 7, 3, 3, 3, 3, 3, 3, 5, 3], 'e': [3, 3, 6, 3, 3, 4, 6, 6, 6, 4, 6, 3, 4, 4, 4, 3, 3, 3, 4, 3], 'd': [2, 2, 3, 2, 4], 'r': [224]}",28.5864,287515872,5980648,78.02083333
"{'wid': None, 'ks': [3, 7, 3, 5, 7, 7, 3, 5, 7, 3, 5, 5, 5, 7, 7, 7, 5, 5, 3, 5], 'e': [3, 4, 6, 6, 3, 6, 6, 3, 4, 3, 4, 6, 3, 3, 4, 6, 6, 6, 6, 4], 'd': [2, 2, 3, 3, 2], 'r': [160]}",18.4522,169499664,6270920,75.625
"{'wid': None, 'ks': [3, 5, 5, 5, 5, 3, 3, 5, 3, 5, 3, 5, 7, 5, 5, 5, 3, 3, 3, 5], 'e': [4, 3, 3, 4, 4, 4, 4, 6, 3, 4, 6, 4, 6, 6, 6, 6, 6, 4, 4, 4], 'd': [2, 2, 3, 3, 2], 'r': [176]}",21.365,225837104,6559496,77.08333333
"{'wid': None, 'ks': [3, 7, 3, 7, 3, 3, 7, 5, 5, 5, 3, 7, 5, 5, 7, 7, 3, 7, 3, 5], 'e': [4, 4, 3, 6, 3, 6, 3, 6, 6, 6, 6, 6, 4, 3, 6, 6, 4, 6, 4, 6], 'd': [2, 2, 3, 3, 2], 'r': [192]}",25.4813,266748032,6428568,78.33333333
"{'wid': None, 'ks': [5, 5, 3, 3, 3, 7, 3, 5, 3, 3, 3, 7, 7, 5, 3, 5, 3, 3, 7, 7], 'e': [6, 3, 4, 3, 4, 4, 4, 6, 4, 6, 6, 4, 3, 3, 4, 4, 3, 4, 3, 6], 'd': [2, 2, 3, 3, 2], 'r': [208]}",27.6926,284848448,5350088,79.16666667
"{'wid': None, 'ks': [7, 5, 7, 7, 7, 5, 3, 3, 3, 5, 7, 7, 7, 5, 5, 3, 3, 3, 7, 3], 'e': [4, 6, 3, 6, 4, 3, 6, 6, 4, 4, 6, 6, 3, 4, 6, 4, 3, 6, 3, 4], 'd': [2, 2, 3, 3, 2], 'r': [224]}",35.8861,363443616,6242792,79.27083333
"{'wid': None, 'ks': [3, 3, 5, 5, 5, 7, 3, 7, 7, 7, 5, 5, 7, 5, 7, 5, 5, 7, 3, 7], 'e': [6, 6, 6, 4, 4, 3, 4, 3, 3, 3, 3, 4, 4, 3, 3, 4, 4, 4, 3, 4], 'd': [2, 2, 3, 3, 3], 'r': [160]}",17.3693,169927008,5756600,75.41666667
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 3, 3, 3, 3, 7, 5, 3, 5, 5, 7, 5, 7, 5, 3, 5], 'e': [4, 4, 6, 3, 4, 3, 6, 4, 4, 4, 4, 4, 4, 6, 4, 6, 6, 4, 4, 3], 'd': [2, 2, 3, 3, 3], 'r': [176]}",21.4918,221996304,6763928,76.875
"{'wid': None, 'ks': [7, 5, 7, 7, 7, 5, 7, 5, 7, 7, 3, 7, 7, 3, 7, 5, 3, 5, 7, 7], 'e': [3, 4, 4, 6, 4, 6, 6, 4, 4, 4, 3, 3, 3, 3, 4, 3, 4, 4, 4, 6], 'd': [2, 2, 3, 3, 3], 'r': [192]}",24.3905,240029568,6078024,78.22916667
"{'wid': None, 'ks': [5, 3, 5, 5, 7, 3, 7, 5, 7, 3, 3, 3, 3, 7, 3, 3, 5, 7, 7, 5], 'e': [6, 6, 3, 6, 6, 3, 3, 4, 3, 4, 4, 4, 4, 3, 6, 4, 4, 4, 6, 6], 'd': [2, 2, 3, 3, 3], 'r': [208]}",30.6277,338089312,6920912,79.0625
"{'wid': None, 'ks': [3, 7, 3, 3, 7, 7, 5, 3, 5, 3, 7, 7, 3, 3, 7, 7, 3, 7, 5, 5], 'e': [3, 4, 6, 4, 4, 6, 6, 6, 3, 3, 3, 4, 4, 6, 3, 4, 3, 4, 3, 6], 'd': [2, 2, 3, 3, 3], 'r': [224]}",33.1337,330178688,6038776,77.8125
"{'wid': None, 'ks': [7, 3, 3, 7, 3, 7, 3, 3, 5, 5, 7, 7, 5, 5, 5, 7, 5, 5, 7, 3], 'e': [3, 3, 6, 6, 4, 4, 3, 3, 4, 3, 6, 6, 6, 6, 3, 4, 4, 4, 4, 3], 'd': [2, 2, 3, 3, 4], 'r': [160]}",19.474,181254784,6949456,76.35416667
"{'wid': None, 'ks': [5, 7, 7, 3, 7, 3, 5, 3, 7, 5, 5, 7, 7, 3, 7, 7, 5, 3, 7, 5], 'e': [6, 4, 4, 3, 3, 3, 4, 4, 3, 6, 4, 6, 3, 4, 6, 4, 3, 3, 6, 3], 'd': [2, 2, 3, 3, 4], 'r': [176]}",24.8659,248024096,7079936,77.08333333
"{'wid': None, 'ks': [5, 3, 3, 5, 5, 7, 3, 7, 7, 7, 7, 3, 5, 7, 5, 3, 7, 7, 3, 5], 'e': [3, 6, 4, 6, 3, 6, 6, 3, 6, 4, 6, 4, 6, 4, 4, 3, 3, 6, 4, 3], 'd': [2, 2, 3, 3, 4], 'r': [192]}",26.9445,284952544,7316856,77.70833333
"{'wid': None, 'ks': [3, 5, 3, 5, 3, 5, 5, 7, 7, 3, 7, 5, 5, 5, 7, 5, 3, 7, 5, 7], 'e': [3, 6, 3, 4, 6, 6, 6, 4, 3, 6, 4, 4, 3, 4, 4, 3, 6, 6, 4, 4], 'd': [2, 2, 3, 3, 4], 'r': [208]}",32.9741,347807968,7699040,79.6875
"{'wid': None, 'ks': [7, 7, 7, 5, 3, 3, 3, 3, 5, 7, 3, 7, 5, 5, 7, 5, 5, 7, 7, 5], 'e': [6, 4, 6, 4, 6, 4, 3, 4, 4, 4, 4, 3, 3, 3, 4, 6, 6, 3, 3, 3], 'd': [2, 2, 3, 3, 4], 'r': [224]}",38.9274,386240576,6371168,77.91666667
"{'wid': None, 'ks': [7, 7, 7, 3, 7, 7, 7, 7, 5, 7, 7, 7, 3, 3, 7, 3, 7, 5, 3, 3], 'e': [4, 6, 3, 4, 3, 4, 6, 6, 6, 3, 4, 4, 6, 3, 3, 3, 3, 6, 3, 6], 'd': [2, 2, 3, 4, 2], 'r': [160]}",20.5103,195823616,6157072,77.08333333
