arch_config,gpu latency,flops,params,top1
"{'wid': None, 'ks': [3, 5, 5, 5, 7, 3, 3, 3, 7, 5, 5, 3, 7, 7, 7, 7, 3, 5, 5, 7], 'e': [3, 4, 4, 4, 3, 3, 3, 6, 6, 3, 4, 4, 3, 6, 3, 4, 3, 6, 6, 4], 'd': [2, 3, 4, 3, 3], 'r': [192]}",25.5481,264465888,7361440,77.39583333
"{'wid': None, 'ks': [7, 3, 7, 3, 3, 7, 3, 7, 5, 3, 5, 7, 5, 7, 7, 5, 5, 5, 3, 5], 'e': [3, 4, 6, 4, 6, 4, 4, 3, 3, 4, 6, 6, 6, 6, 4, 4, 6, 4, 3, 3], 'd': [2, 3, 4, 3, 3], 'r': [208]}",33.5773,365368704,6936056,79.0625
"{'wid': None, 'ks': [5, 3, 3, 5, 3, 5, 5, 5, 7, 5, 5, 5, 5, 7, 7, 7, 3, 7, 5, 5], 'e': [4, 3, 4, 4, 3, 3, 4, 4, 4, 4, 3, 4, 6, 6, 3, 4, 4, 3, 6, 6], 'd': [2, 3, 4, 3, 3], 'r': [224]}",35.231,366432000,6941320,79.16666667
"{'wid': None, 'ks': [7, 7, 5, 5, 3, 7, 3, 3, 3, 5, 5, 7, 7, 3, 7, 5, 5, 5, 3, 5], 'e': [4, 3, 6, 3, 6, 3, 4, 6, 4, 3, 3, 3, 4, 3, 4, 4, 3, 6, 4, 3], 'd': [2, 3, 4, 3, 4], 'r': [160]}",20.0821,192619840,6981880,75.20833333
"{'wid': None, 'ks': [7, 3, 7, 3, 5, 5, 5, 5, 5, 5, 5, 7, 3, 3, 7, 3, 3, 3, 7, 5], 'e': [4, 4, 6, 4, 6, 4, 6, 3, 4, 3, 4, 6, 3, 6, 4, 6, 3, 3, 6, 3], 'd': [2, 3, 4, 3, 4], 'r': [176]}",24.8717,265122352,7241928,75.9375
"{'wid': None, 'ks': [5, 5, 7, 3, 7, 5, 7, 7, 7, 3, 5, 7, 3, 7, 7, 3, 3, 3, 7, 5], 'e': [3, 3, 3, 6, 3, 4, 3, 6, 4, 6, 6, 3, 6, 3, 4, 4, 3, 6, 6, 3], 'd': [2, 3, 4, 3, 4], 'r': [192]}",27.1383,281123552,7768120,78.4375
"{'wid': None, 'ks': [7, 7, 3, 7, 3, 7, 3, 5, 7, 7, 5, 7, 3, 3, 3, 7, 3, 7, 5, 3], 'e': [6, 4, 3, 3, 3, 3, 6, 6, 3, 6, 6, 3, 3, 3, 3, 4, 3, 3, 4, 3], 'd': [2, 3, 4, 3, 4], 'r': [208]}",34.3342,352388064,6220000,78.02083333
"{'wid': None, 'ks': [5, 7, 5, 7, 5, 5, 3, 3, 5, 3, 3, 7, 3, 7, 3, 7, 7, 5, 7, 7], 'e': [6, 6, 4, 3, 4, 4, 3, 4, 3, 4, 6, 4, 6, 4, 4, 3, 3, 6, 4, 6], 'd': [2, 3, 4, 3, 4], 'r': [224]}",44.792,457489504,8096312,78.85416667
"{'wid': None, 'ks': [3, 3, 5, 7, 7, 5, 7, 3, 5, 5, 7, 3, 7, 5, 7, 5, 7, 3, 7, 3], 'e': [4, 6, 4, 4, 4, 4, 3, 6, 6, 3, 6, 6, 6, 3, 4, 4, 3, 6, 3, 6], 'd': [2, 3, 4, 4, 2], 'r': [160]}",20.8162,213988928,6569824,76.875
"{'wid': None, 'ks': [3, 3, 3, 7, 7, 5, 5, 5, 3, 3, 3, 7, 3, 3, 7, 3, 5, 3, 3, 7], 'e': [3, 6, 6, 3, 3, 6, 3, 4, 6, 4, 3, 4, 4, 6, 3, 3, 6, 3, 6, 3], 'd': [2, 3, 4, 4, 2], 'r': [176]}",22.443,240056544,6144456,77.1875
"{'wid': None, 'ks': [7, 5, 5, 7, 5, 5, 3, 7, 5, 5, 3, 3, 7, 3, 3, 7, 3, 5, 7, 5], 'e': [4, 4, 6, 4, 6, 3, 4, 4, 6, 4, 4, 4, 4, 6, 3, 3, 4, 3, 3, 4], 'd': [2, 3, 4, 4, 2], 'r': [192]}",27.4674,288963968,5872952,78.4375
"{'wid': None, 'ks': [5, 3, 3, 5, 3, 5, 5, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 5, 3, 5], 'e': [4, 3, 3, 6, 3, 6, 4, 3, 6, 3, 4, 6, 4, 4, 4, 3, 3, 3, 4, 4], 'd': [2, 3, 4, 4, 2], 'r': [208]}",29.245,309932352,5597816,78.4375
"{'wid': None, 'ks': [3, 5, 3, 7, 3, 5, 7, 3, 7, 7, 3, 5, 3, 3, 7, 5, 7, 3, 3, 3], 'e': [6, 6, 4, 4, 4, 4, 3, 3, 3, 6, 4, 4, 6, 3, 3, 3, 3, 6, 6, 3], 'd': [2, 3, 4, 4, 2], 'r': [224]}",38.5438,407174528,6290240,79.47916667
"{'wid': None, 'ks': [3, 7, 5, 7, 3, 7, 5, 7, 7, 3, 3, 5, 3, 3, 7, 7, 7, 5, 5, 5], 'e': [3, 6, 6, 6, 4, 6, 3, 6, 6, 6, 6, 4, 6, 6, 6, 3, 3, 3, 3, 3], 'd': [2, 3, 4, 4, 3], 'r': [160]}",24.8155,240181568,6829104,76.97916667
"{'wid': None, 'ks': [5, 3, 3, 7, 3, 7, 5, 3, 5, 3, 3, 3, 3, 5, 3, 3, 3, 5, 5, 3], 'e': [6, 4, 3, 3, 6, 4, 4, 3, 4, 6, 4, 4, 6, 3, 6, 3, 6, 6, 6, 6], 'd': [2, 3, 4, 4, 3], 'r': [176]}",26.0052,293762912,8183160,77.8125
"{'wid': None, 'ks': [3, 3, 7, 5, 5, 3, 3, 7, 7, 3, 3, 5, 7, 3, 7, 7, 5, 7, 3, 5], 'e': [6, 4, 6, 4, 3, 3, 4, 4, 3, 6, 6, 6, 4, 3, 6, 3, 4, 6, 4, 3], 'd': [2, 3, 4, 4, 3], 'r': [192]}",27.9113,315363200,7349776,77.60416667
"{'wid': None, 'ks': [5, 5, 5, 3, 7, 3, 3, 3, 3, 5, 7, 7, 5, 7, 5, 7, 5, 3, 5, 5], 'e': [3, 6, 3, 6, 3, 4, 4, 3, 6, 3, 3, 4, 3, 4, 6, 4, 3, 3, 4, 4], 'd': [2, 3, 4, 4, 3], 'r': [208]}",34.4728,353909312,6522504,78.75
"{'wid': None, 'ks': [3, 5, 5, 3, 3, 5, 3, 3, 3, 5, 7, 7, 7, 5, 7, 7, 3, 3, 7, 7], 'e': [3, 3, 4, 6, 4, 6, 4, 4, 4, 6, 4, 3, 4, 4, 6, 6, 6, 3, 4, 3], 'd': [2, 3, 4, 4, 3], 'r': [224]}",40.6906,433482624,7361536,80
"{'wid': None, 'ks': [3, 5, 3, 3, 7, 7, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 7, 5, 5, 3], 'e': [3, 3, 6, 6, 6, 3, 3, 3, 6, 6, 3, 6, 4, 4, 6, 4, 6, 4, 3, 6], 'd': [2, 3, 4, 4, 4], 'r': [160]}",20.794,223649072,8136704,75.9375
"{'wid': None, 'ks': [5, 5, 5, 3, 7, 5, 5, 7, 7, 3, 3, 7, 3, 3, 7, 3, 3, 7, 3, 5], 'e': [4, 3, 6, 3, 6, 6, 6, 6, 6, 3, 6, 4, 4, 4, 4, 6, 4, 3, 3, 3], 'd': [2, 3, 4, 4, 4], 'r': [176]}",26.8368,284515456,7002960,77.29166667
"{'wid': None, 'ks': [3, 3, 5, 3, 3, 7, 3, 5, 7, 7, 3, 3, 3, 3, 3, 5, 7, 5, 5, 3], 'e': [6, 6, 4, 3, 3, 3, 6, 3, 3, 3, 6, 4, 4, 3, 3, 3, 4, 4, 6, 6], 'd': [2, 3, 4, 4, 4], 'r': [192]}",27.6289,312621440,7987696,78.02083333
"{'wid': None, 'ks': [7, 5, 5, 7, 5, 7, 5, 3, 3, 3, 7, 3, 7, 7, 7, 3, 3, 7, 3, 5], 'e': [4, 4, 3, 6, 4, 3, 6, 3, 3, 4, 4, 3, 4, 3, 4, 6, 3, 6, 4, 6], 'd': [2, 3, 4, 4, 4], 'r': [208]}",36.8218,393988384,8380032,80
"{'wid': None, 'ks': [5, 5, 5, 5, 7, 3, 7, 5, 7, 5, 3, 7, 3, 7, 7, 7, 5, 3, 5, 7], 'e': [4, 4, 3, 3, 6, 6, 6, 3, 3, 6, 6, 3, 4, 6, 4, 4, 6, 4, 4, 3], 'd': [2, 3, 4, 4, 4], 'r': [224]}",45.0588,487282560,7790696,78.95833333
"{'wid': None, 'ks': [5, 3, 7, 3, 7, 3, 3, 5, 3, 5, 7, 5, 7, 7, 7, 5, 7, 5, 5, 7], 'e': [6, 3, 6, 3, 6, 6, 3, 3, 3, 4, 4, 4, 4, 3, 6, 6, 4, 6, 3, 6], 'd': [2, 4, 2, 2, 2], 'r': [160]}",18.0682,166913728,5733696,73.75
"{'wid': None, 'ks': [7, 5, 3, 5, 7, 5, 7, 3, 7, 3, 7, 3, 7, 5, 5, 7, 7, 3, 3, 3], 'e': [4, 4, 4, 3, 6, 3, 3, 4, 3, 3, 6, 6, 3, 4, 4, 3, 4, 3, 4, 3], 'd': [2, 4, 2, 2, 2], 'r': [176]}",20.7323,191178864,4977696,75.3125
"{'wid': None, 'ks': [5, 5, 3, 5, 7, 7, 5, 7, 3, 5, 5, 3, 7, 3, 7, 7, 7, 5, 3, 5], 'e': [4, 6, 3, 4, 6, 3, 4, 4, 4, 6, 3, 4, 6, 6, 3, 3, 6, 4, 4, 3], 'd': [2, 4, 2, 2, 2], 'r': [192]}",27.8599,282189504,6052768,78.125
"{'wid': None, 'ks': [7, 5, 3, 5, 7, 5, 7, 5, 5, 3, 5, 5, 3, 7, 3, 7, 7, 3, 3, 5], 'e': [3, 6, 3, 3, 3, 4, 4, 4, 4, 4, 6, 4, 4, 3, 3, 6, 6, 4, 4, 3], 'd': [2, 4, 2, 2, 2], 'r': [208]}",29.4956,280222528,5459920,79.0625
"{'wid': None, 'ks': [3, 3, 5, 3, 3, 3, 3, 5, 7, 7, 5, 3, 5, 5, 5, 5, 5, 3, 3, 3], 'e': [6, 4, 3, 4, 3, 6, 4, 4, 3, 4, 6, 4, 4, 3, 4, 3, 4, 4, 4, 6], 'd': [2, 4, 2, 2, 2], 'r': [224]}",31.4698,301530432,5171384,77.91666667
"{'wid': None, 'ks': [7, 7, 5, 5, 7, 5, 3, 7, 5, 5, 3, 5, 3, 3, 5, 5, 3, 7, 5, 5], 'e': [4, 6, 6, 3, 3, 3, 3, 6, 6, 3, 3, 4, 4, 4, 4, 3, 6, 4, 4, 3], 'd': [2, 4, 2, 2, 3], 'r': [160]}",20.1758,190702768,6175136,74.47916667
"{'wid': None, 'ks': [5, 3, 3, 5, 3, 7, 5, 5, 7, 7, 3, 7, 7, 5, 7, 5, 5, 5, 5, 5], 'e': [6, 6, 3, 4, 3, 6, 3, 4, 3, 3, 3, 6, 6, 6, 4, 4, 6, 3, 4, 6], 'd': [2, 4, 2, 2, 3], 'r': [176]}",24.1867,244846368,6397072,75.3125
"{'wid': None, 'ks': [5, 7, 3, 3, 5, 3, 5, 5, 3, 7, 3, 7, 5, 5, 3, 3, 3, 5, 3, 7], 'e': [6, 3, 6, 4, 6, 6, 4, 4, 4, 6, 6, 3, 4, 3, 6, 4, 4, 3, 4, 4], 'd': [2, 4, 2, 2, 3], 'r': [192]}",25.3356,261367424,5649072,77.1875
"{'wid': None, 'ks': [7, 5, 5, 3, 3, 3, 7, 7, 5, 5, 5, 5, 7, 7, 7, 5, 7, 3, 7, 7], 'e': [6, 6, 3, 3, 3, 3, 3, 4, 3, 4, 3, 3, 4, 4, 4, 6, 4, 3, 6, 4], 'd': [2, 4, 2, 2, 3], 'r': [208]}",33.4657,325159040,6227664,78.22916667
"{'wid': None, 'ks': [3, 3, 7, 7, 5, 7, 7, 7, 3, 3, 7, 7, 7, 5, 5, 5, 3, 3, 7, 3], 'e': [3, 4, 3, 3, 6, 4, 6, 4, 6, 3, 3, 3, 4, 6, 4, 6, 3, 3, 6, 3], 'd': [2, 4, 2, 2, 3], 'r': [224]}",35.5835,347705824,6430064,78.22916667
"{'wid': None, 'ks': [7, 7, 3, 5, 7, 5, 3, 3, 7, 5, 5, 7, 7, 3, 7, 5, 7, 3, 3, 3], 'e': [6, 3, 6, 3, 4, 4, 3, 4, 4, 3, 4, 6, 6, 4, 4, 3, 3, 4, 6, 4], 'd': [2, 4, 2, 2, 4], 'r': [160]}",20.0486,191430752,6997120,74.6875
"{'wid': None, 'ks': [3, 5, 5, 3, 7, 7, 7, 5, 7, 7, 5, 5, 7, 5, 7, 5, 3, 7, 7, 3], 'e': [6, 6, 3, 3, 4, 6, 4, 4, 6, 3, 6, 3, 3, 4, 6, 4, 6, 3, 3, 3], 'd': [2, 4, 2, 2, 4], 'r': [176]}",25.0059,248601664,6176640,75.625
"{'wid': None, 'ks': [3, 5, 3, 3, 5, 7, 3, 3, 5, 5, 3, 3, 7, 3, 7, 7, 3, 5, 3, 3], 'e': [3, 6, 3, 6, 4, 3, 6, 3, 4, 3, 3, 6, 6, 3, 6, 3, 4, 6, 4, 3], 'd': [2, 4, 2, 2, 4], 'r': [192]}",24.8352,249242752,6813688,77.08333333
"{'wid': None, 'ks': [3, 5, 5, 3, 5, 7, 5, 7, 3, 5, 3, 7, 5, 5, 3, 5, 3, 7, 7, 3], 'e': [6, 4, 4, 4, 4, 4, 3, 3, 4, 6, 4, 3, 3, 4, 3, 6, 4, 4, 3, 6], 'd': [2, 4, 2, 2, 4], 'r': [208]}",31.5514,316619168,6781936,77.1875
"{'wid': None, 'ks': [7, 5, 5, 5, 7, 3, 7, 7, 7, 5, 5, 7, 3, 5, 5, 3, 5, 5, 7, 7], 'e': [6, 3, 3, 4, 3, 4, 6, 6, 6, 3, 3, 6, 6, 6, 4, 3, 4, 3, 4, 6], 'd': [2, 4, 2, 2, 4], 'r': [224]}",41.8609,417580960,7347192,78.95833333
"{'wid': None, 'ks': [3, 7, 7, 3, 3, 5, 7, 7, 7, 7, 3, 5, 7, 7, 7, 3, 5, 5, 3, 3], 'e': [4, 3, 6, 3, 3, 4, 3, 3, 6, 4, 6, 4, 4, 6, 4, 3, 6, 3, 4, 3], 'd': [2, 4, 2, 3, 2], 'r': [160]}",20.0734,185484848,5976408,75.52083333
"{'wid': None, 'ks': [7, 7, 5, 5, 5, 5, 7, 5, 3, 5, 7, 7, 3, 5, 3, 5, 5, 7, 5, 5], 'e': [3, 3, 6, 3, 3, 4, 4, 6, 6, 6, 3, 6, 4, 3, 6, 6, 4, 3, 6, 4], 'd': [2, 4, 2, 3, 2], 'r': [176]}",23.281,221172272,5619280,76.875
"{'wid': None, 'ks': [7, 3, 7, 5, 3, 5, 5, 3, 5, 7, 7, 3, 5, 7, 7, 5, 3, 5, 3, 7], 'e': [6, 3, 4, 3, 3, 3, 6, 6, 4, 6, 3, 3, 3, 4, 4, 6, 3, 4, 3, 3], 'd': [2, 4, 2, 3, 2], 'r': [192]}",27.331,269826784,5531320,77.39583333
"{'wid': None, 'ks': [7, 5, 5, 5, 7, 5, 5, 3, 7, 3, 3, 5, 5, 7, 7, 5, 5, 3, 5, 5], 'e': [6, 6, 6, 6, 3, 3, 6, 4, 3, 4, 3, 3, 6, 4, 3, 4, 3, 6, 4, 3], 'd': [2, 4, 2, 3, 2], 'r': [208]}",34.7351,343440448,6053032,80
"{'wid': None, 'ks': [3, 7, 3, 5, 7, 5, 5, 3, 5, 7, 3, 7, 5, 3, 3, 7, 3, 7, 7, 5], 'e': [4, 4, 4, 3, 6, 6, 4, 6, 4, 6, 4, 4, 4, 6, 3, 4, 3, 3, 4, 4], 'd': [2, 4, 2, 3, 2], 'r': [224]}",37.7743,375648576,5559848,78.22916667
"{'wid': None, 'ks': [3, 3, 3, 3, 3, 3, 7, 3, 3, 3, 7, 7, 3, 5, 3, 7, 7, 5, 7, 3], 'e': [3, 6, 6, 4, 6, 3, 4, 6, 6, 4, 6, 3, 6, 6, 3, 4, 4, 4, 6, 6], 'd': [2, 4, 2, 3, 3], 'r': [160]}",19.4547,198386368,7095392,75.72916667
"{'wid': None, 'ks': [7, 3, 5, 3, 3, 5, 7, 7, 3, 5, 7, 7, 3, 5, 5, 5, 7, 5, 5, 7], 'e': [6, 4, 6, 3, 3, 6, 3, 6, 4, 6, 6, 3, 4, 4, 4, 3, 6, 4, 6, 3], 'd': [2, 4, 2, 3, 3], 'r': [176]}",26.3509,268499904,7125064,77.29166667
"{'wid': None, 'ks': [3, 7, 7, 3, 5, 7, 7, 3, 5, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 5], 'e': [6, 6, 3, 4, 3, 4, 3, 3, 3, 4, 3, 6, 3, 3, 6, 4, 4, 3, 4, 6], 'd': [2, 4, 2, 3, 3], 'r': [192]}",27.4998,280383104,6015368,76.77083333
"{'wid': None, 'ks': [3, 3, 5, 3, 5, 5, 3, 7, 7, 3, 3, 5, 5, 7, 7, 7, 3, 5, 3, 5], 'e': [3, 6, 4, 6, 6, 4, 6, 3, 6, 4, 4, 3, 6, 4, 3, 3, 4, 3, 6, 6], 'd': [2, 4, 2, 3, 3], 'r': [208]}",31.0628,329804032,6599624,78.54166667
"{'wid': None, 'ks': [5, 5, 5, 5, 5, 5, 7, 5, 5, 3, 3, 3, 3, 3, 7, 5, 5, 5, 7, 7], 'e': [3, 3, 3, 3, 6, 4, 4, 6, 3, 6, 6, 6, 3, 6, 4, 3, 6, 6, 3, 4], 'd': [2, 4, 2, 3, 3], 'r': [224]}",37.0041,382993536,7101592,78.54166667
"{'wid': None, 'ks': [7, 7, 3, 3, 3, 7, 3, 3, 5, 5, 5, 7, 5, 7, 3, 3, 3, 7, 5, 7], 'e': [4, 4, 3, 4, 6, 4, 4, 3, 6, 4, 4, 3, 6, 6, 3, 3, 4, 6, 6, 4], 'd': [2, 4, 2, 3, 4], 'r': [160]}",22.1404,222767680,8244832,74.89583333
"{'wid': None, 'ks': [5, 5, 3, 7, 7, 5, 7, 7, 7, 7, 5, 3, 3, 3, 5, 3, 7, 3, 3, 7], 'e': [6, 6, 3, 6, 3, 3, 6, 3, 6, 6, 3, 6, 6, 6, 4, 4, 4, 3, 3, 4], 'd': [2, 4, 2, 3, 4], 'r': [176]}",27.7676,283431936,6898968,76.45833333
"{'wid': None, 'ks': [3, 3, 7, 3, 3, 7, 3, 5, 5, 3, 7, 7, 3, 7, 7, 3, 5, 3, 7, 3], 'e': [4, 6, 3, 6, 6, 3, 4, 3, 3, 4, 3, 3, 4, 3, 3, 6, 4, 3, 4, 4], 'd': [2, 4, 2, 3, 4], 'r': [192]}",24.547,257015936,6373456,77.1875
"{'wid': None, 'ks': [7, 5, 5, 5, 3, 5, 3, 5, 5, 7, 7, 3, 3, 3, 7, 5, 7, 5, 7, 5], 'e': [6, 4, 6, 6, 4, 3, 4, 4, 4, 4, 3, 3, 4, 3, 4, 4, 6, 6, 4, 3], 'd': [2, 4, 2, 3, 4], 'r': [208]}",34.889,358027968,7345440,78.54166667
"{'wid': None, 'ks': [7, 3, 7, 5, 3, 5, 5, 7, 7, 3, 3, 3, 3, 7, 3, 5, 3, 7, 3, 7], 'e': [3, 4, 3, 6, 4, 6, 3, 6, 4, 6, 6, 4, 3, 6, 6, 6, 4, 6, 4, 3], 'd': [2, 4, 2, 3, 4], 'r': [224]}",39.0812,412426976,7733704,79.6875
"{'wid': None, 'ks': [7, 7, 3, 3, 5, 5, 7, 5, 7, 5, 3, 7, 7, 7, 3, 5, 7, 3, 3, 7], 'e': [6, 3, 4, 6, 3, 6, 4, 4, 3, 3, 3, 3, 3, 3, 6, 3, 6, 6, 4, 6], 'd': [2, 4, 2, 4, 2], 'r': [160]}",22.3455,214583280,6733040,75.625
"{'wid': None, 'ks': [3, 7, 3, 7, 3, 5, 5, 5, 3, 3, 5, 3, 3, 3, 3, 7, 5, 5, 3, 5], 'e': [4, 3, 4, 3, 6, 6, 3, 3, 4, 3, 3, 3, 6, 4, 6, 3, 4, 3, 6, 3], 'd': [2, 4, 2, 4, 2], 'r': [176]}",23.3085,235415360,5964888,77.1875
"{'wid': None, 'ks': [5, 3, 7, 5, 3, 3, 3, 7, 5, 7, 3, 5, 7, 7, 3, 5, 7, 5, 5, 7], 'e': [4, 4, 4, 4, 3, 3, 3, 4, 6, 3, 6, 6, 3, 4, 3, 3, 6, 6, 4, 4], 'd': [2, 4, 2, 4, 2], 'r': [192]}",25.2094,258756800,6439776,77.60416667
"{'wid': None, 'ks': [3, 7, 3, 3, 5, 3, 5, 5, 3, 5, 5, 3, 3, 5, 3, 7, 3, 7, 7, 7], 'e': [4, 6, 4, 4, 6, 6, 4, 4, 4, 6, 6, 3, 3, 4, 4, 4, 3, 3, 3, 6], 'd': [2, 4, 2, 4, 2], 'r': [208]}",35.2931,353478496,5615736,78.95833333
"{'wid': None, 'ks': [5, 7, 7, 3, 5, 7, 7, 5, 3, 3, 5, 3, 3, 3, 7, 7, 5, 7, 3, 3], 'e': [4, 4, 3, 6, 6, 3, 6, 6, 4, 6, 3, 6, 4, 3, 6, 3, 6, 6, 3, 3], 'd': [2, 4, 2, 4, 2], 'r': [224]}",46.3874,438370496,6934800,79.89583333
"{'wid': None, 'ks': [5, 5, 5, 7, 3, 7, 5, 3, 3, 5, 5, 7, 7, 3, 5, 7, 3, 5, 7, 3], 'e': [4, 3, 3, 3, 4, 4, 3, 3, 4, 3, 6, 6, 6, 3, 3, 4, 6, 3, 3, 3], 'd': [2, 4, 2, 4, 3], 'r': [160]}",19.7378,186557552,6277808,74.6875
"{'wid': None, 'ks': [3, 7, 5, 3, 3, 5, 5, 3, 5, 7, 5, 5, 7, 3, 5, 5, 7, 3, 7, 7], 'e': [4, 4, 6, 3, 4, 6, 4, 3, 3, 3, 3, 6, 4, 3, 4, 3, 4, 4, 3, 6], 'd': [2, 4, 2, 4, 3], 'r': [176]}",23.4856,232362816,6100792,76.25
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 7, 7, 7, 5, 3, 3, 5, 5, 3, 3, 3, 5, 3, 7, 5], 'e': [4, 6, 3, 6, 4, 6, 6, 6, 4, 3, 3, 3, 3, 4, 6, 3, 6, 6, 3, 3], 'd': [2, 4, 2, 4, 3], 'r': [192]}",31.0675,331698112,7298856,78.33333333
"{'wid': None, 'ks': [3, 5, 5, 7, 3, 3, 7, 5, 5, 3, 7, 3, 5, 7, 7, 5, 3, 7, 3, 3], 'e': [3, 3, 6, 6, 6, 4, 3, 6, 3, 4, 3, 6, 3, 4, 3, 3, 4, 4, 6, 3], 'd': [2, 4, 2, 4, 3], 'r': [208]}",31.8043,317994656,6795912,78.33333333
"{'wid': None, 'ks': [7, 3, 5, 3, 3, 3, 3, 5, 3, 3, 3, 5, 3, 5, 7, 5, 3, 5, 5, 3], 'e': [6, 6, 6, 3, 3, 4, 3, 6, 4, 3, 6, 3, 6, 4, 3, 6, 6, 6, 3, 6], 'd': [2, 4, 2, 4, 3], 'r': [224]}",40.6061,445966336,7401024,79.375
"{'wid': None, 'ks': [3, 3, 5, 7, 3, 3, 7, 7, 7, 5, 5, 3, 5, 7, 7, 3, 7, 5, 3, 3], 'e': [4, 3, 3, 4, 4, 6, 4, 6, 6, 3, 6, 6, 6, 6, 3, 4, 3, 6, 3, 6], 'd': [2, 4, 2, 4, 4], 'r': [160]}",22.2049,224239680,8238464,74.58333333
"{'wid': None, 'ks': [7, 3, 3, 7, 7, 3, 3, 3, 5, 7, 7, 7, 5, 5, 5, 7, 5, 7, 7, 3], 'e': [4, 3, 3, 4, 6, 6, 3, 3, 3, 3, 6, 3, 3, 4, 6, 4, 3, 6, 3, 4], 'd': [2, 4, 2, 4, 4], 'r': [176]}",24.9439,261548512,7580096,77.5
"{'wid': None, 'ks': [3, 7, 3, 3, 5, 5, 3, 7, 5, 3, 3, 3, 7, 5, 3, 5, 5, 7, 3, 5], 'e': [6, 4, 4, 3, 4, 6, 3, 3, 6, 3, 4, 3, 4, 4, 3, 4, 6, 3, 6, 4], 'd': [2, 4, 2, 4, 4], 'r': [192]}",29.9013,319772352,7625128,78.125
"{'wid': None, 'ks': [5, 7, 5, 3, 5, 3, 7, 3, 3, 7, 3, 5, 5, 3, 5, 3, 5, 5, 5, 5], 'e': [4, 3, 3, 3, 3, 3, 3, 6, 6, 3, 4, 6, 6, 4, 3, 6, 3, 4, 6, 3], 'd': [2, 4, 2, 4, 4], 'r': [208]}",33.4939,358611552,7610416,78.33333333
"{'wid': None, 'ks': [5, 3, 7, 5, 5, 7, 3, 3, 7, 3, 3, 7, 5, 7, 5, 7, 7, 5, 3, 7], 'e': [3, 4, 6, 4, 4, 4, 6, 4, 3, 4, 6, 6, 6, 3, 3, 3, 4, 6, 6, 6], 'd': [2, 4, 2, 4, 4], 'r': [224]}",37.1414,399594368,8589048,78.4375
"{'wid': None, 'ks': [7, 3, 5, 3, 7, 3, 5, 7, 5, 3, 7, 5, 5, 3, 5, 3, 7, 3, 3, 3], 'e': [6, 3, 4, 3, 3, 4, 3, 3, 4, 3, 3, 3, 4, 6, 4, 4, 6, 3, 6, 6], 'd': [2, 4, 3, 2, 2], 'r': [160]}",18.5286,176245680,5633936,75
"{'wid': None, 'ks': [7, 3, 5, 3, 3, 5, 7, 3, 7, 3, 5, 7, 5, 3, 7, 5, 7, 7, 5, 5], 'e': [4, 3, 3, 6, 3, 4, 6, 4, 4, 6, 3, 4, 4, 6, 3, 6, 6, 4, 4, 4], 'd': [2, 4, 3, 2, 2], 'r': [176]}",22.6763,221388816,5982360,77.29166667
"{'wid': None, 'ks': [3, 5, 3, 3, 3, 7, 5, 7, 7, 7, 7, 3, 7, 5, 7, 5, 3, 3, 5, 5], 'e': [4, 3, 4, 6, 6, 6, 4, 3, 3, 6, 6, 6, 6, 4, 4, 3, 4, 4, 6, 4], 'd': [2, 4, 3, 2, 2], 'r': [192]}",26.7301,264290944,5635288,78.33333333
"{'wid': None, 'ks': [3, 3, 7, 7, 3, 3, 5, 3, 5, 7, 3, 3, 5, 3, 3, 7, 3, 7, 5, 7], 'e': [3, 4, 4, 4, 3, 6, 6, 4, 4, 6, 3, 6, 3, 4, 3, 6, 3, 4, 4, 3], 'd': [2, 4, 3, 2, 2], 'r': [208]}",26.5351,263398016,5263136,77.8125
"{'wid': None, 'ks': [3, 3, 5, 7, 7, 3, 5, 3, 5, 7, 3, 7, 7, 5, 3, 7, 5, 5, 5, 3], 'e': [4, 6, 6, 6, 3, 4, 6, 4, 4, 3, 3, 4, 4, 3, 4, 3, 4, 4, 6, 6], 'd': [2, 4, 3, 2, 2], 'r': [224]}",30.9095,311261440,5240440,78.85416667
"{'wid': None, 'ks': [5, 3, 7, 7, 3, 5, 3, 7, 5, 5, 7, 7, 7, 3, 7, 3, 3, 7, 3, 3], 'e': [3, 4, 4, 6, 3, 6, 6, 4, 6, 4, 4, 3, 6, 6, 6, 6, 6, 6, 3, 3], 'd': [2, 4, 3, 2, 3], 'r': [160]}",19.6286,195726896,7077304,76.35416667
"{'wid': None, 'ks': [3, 3, 3, 3, 7, 5, 7, 3, 7, 3, 3, 3, 7, 3, 7, 5, 3, 5, 3, 3], 'e': [6, 4, 3, 3, 3, 3, 6, 3, 3, 3, 3, 4, 3, 4, 3, 4, 4, 3, 3, 6], 'd': [2, 4, 3, 2, 3], 'r': [176]}",20.6134,203547024,5421440,75
"{'wid': None, 'ks': [3, 5, 3, 3, 3, 5, 7, 5, 5, 3, 5, 3, 7, 3, 5, 7, 5, 3, 7, 3], 'e': [3, 6, 4, 3, 6, 6, 3, 4, 3, 3, 6, 4, 6, 4, 6, 6, 3, 3, 3, 3], 'd': [2, 4, 3, 2, 3], 'r': [192]}",26.3223,259847648,5637680,77.60416667
