arch_config,gpu latency,flops,params,top1
"{'wid': None, 'ks': [5, 7, 5, 3, 5, 3, 3, 3, 3, 7, 5, 7, 3, 7, 3, 5, 5, 7, 5, 5], 'e': [6, 4, 4, 4, 3, 3, 3, 4, 4, 3, 6, 4, 4, 6, 6, 3, 6, 4, 4, 4], 'd': [4, 3, 3, 2, 4], 'r': [224]}",41.3044,448450304,7145072,78.75
"{'wid': None, 'ks': [5, 3, 7, 3, 5, 5, 3, 5, 3, 3, 5, 7, 5, 7, 3, 3, 5, 5, 3, 5], 'e': [6, 3, 4, 3, 4, 3, 4, 6, 3, 4, 4, 6, 6, 3, 3, 4, 3, 6, 4, 4], 'd': [4, 3, 3, 3, 2], 'r': [160]}",20.5173,204551456,5962424,75
"{'wid': None, 'ks': [5, 7, 5, 3, 5, 7, 5, 7, 3, 3, 5, 5, 5, 5, 5, 5, 3, 5, 7, 3], 'e': [3, 6, 4, 6, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 3, 3, 3, 4, 3, 3], 'd': [4, 3, 3, 3, 2], 'r': [176]}",25.3926,261191328,5406416,76.14583333
"{'wid': None, 'ks': [3, 3, 3, 5, 3, 5, 3, 5, 7, 7, 5, 3, 7, 3, 7, 7, 5, 7, 5, 3], 'e': [3, 3, 3, 4, 6, 4, 6, 3, 4, 3, 6, 3, 4, 4, 3, 6, 6, 3, 6, 6], 'd': [4, 3, 3, 3, 2], 'r': [192]}",26.569,283010240,5709432,77.29166667
"{'wid': None, 'ks': [7, 7, 5, 3, 7, 5, 5, 3, 5, 3, 7, 5, 7, 5, 5, 3, 3, 5, 7, 5], 'e': [6, 3, 4, 6, 4, 3, 6, 3, 3, 6, 3, 4, 6, 3, 4, 6, 3, 3, 4, 3], 'd': [4, 3, 3, 3, 2], 'r': [208]}",37.8072,391179776,5414672,78.33333333
"{'wid': None, 'ks': [5, 5, 3, 7, 5, 5, 7, 3, 3, 7, 5, 3, 7, 5, 7, 3, 3, 7, 5, 3], 'e': [3, 4, 4, 4, 3, 3, 4, 3, 4, 4, 3, 3, 6, 4, 4, 6, 4, 4, 3, 3], 'd': [4, 3, 3, 3, 2], 'r': [224]}",39.5541,404029856,5791400,79.58333333
"{'wid': None, 'ks': [7, 3, 5, 3, 7, 5, 7, 7, 3, 7, 7, 3, 3, 3, 7, 5, 3, 3, 3, 7], 'e': [3, 6, 4, 3, 6, 4, 4, 3, 6, 3, 4, 3, 6, 6, 3, 4, 4, 3, 4, 4], 'd': [4, 3, 3, 3, 3], 'r': [160]}",21.6472,227263744,6349520,75
"{'wid': None, 'ks': [3, 5, 5, 3, 3, 5, 7, 5, 7, 5, 5, 3, 7, 3, 5, 3, 5, 5, 5, 5], 'e': [6, 6, 3, 3, 3, 4, 4, 3, 4, 4, 6, 3, 3, 4, 3, 4, 4, 6, 6, 3], 'd': [4, 3, 3, 3, 3], 'r': [176]}",26.7039,282022368,7192512,75.9375
"{'wid': None, 'ks': [7, 3, 3, 5, 7, 3, 7, 7, 3, 7, 7, 5, 3, 5, 3, 7, 7, 7, 3, 3], 'e': [6, 3, 4, 3, 4, 4, 4, 3, 3, 4, 3, 3, 3, 4, 3, 3, 4, 3, 3, 3], 'd': [4, 3, 3, 3, 3], 'r': [192]}",29.165,297410688,5671960,77.8125
"{'wid': None, 'ks': [3, 3, 5, 5, 7, 3, 3, 5, 3, 7, 3, 3, 5, 5, 5, 5, 5, 7, 3, 5], 'e': [4, 6, 4, 6, 6, 4, 3, 4, 6, 6, 6, 6, 4, 3, 6, 6, 6, 3, 4, 4], 'd': [4, 3, 3, 3, 3], 'r': [208]}",40.4786,424627904,6621016,78.64583333
"{'wid': None, 'ks': [7, 3, 5, 3, 5, 3, 3, 5, 7, 7, 3, 5, 7, 3, 5, 5, 5, 3, 7, 3], 'e': [6, 3, 6, 4, 4, 4, 4, 3, 4, 6, 3, 3, 4, 4, 3, 3, 3, 4, 6, 3], 'd': [4, 3, 3, 3, 3], 'r': [224]}",42.0304,450723904,6620656,78.33333333
"{'wid': None, 'ks': [3, 5, 7, 7, 3, 3, 7, 5, 3, 7, 5, 3, 7, 5, 3, 7, 3, 3, 5, 3], 'e': [4, 4, 4, 4, 6, 4, 4, 3, 4, 3, 3, 3, 3, 6, 3, 3, 4, 4, 3, 6], 'd': [4, 3, 3, 3, 4], 'r': [160]}",22.9645,236378880,7244672,74.375
"{'wid': None, 'ks': [5, 3, 7, 5, 5, 3, 5, 5, 5, 3, 3, 7, 7, 5, 3, 7, 7, 5, 3, 5], 'e': [3, 6, 4, 6, 4, 3, 3, 3, 6, 4, 3, 6, 3, 4, 3, 4, 4, 3, 6, 3], 'd': [4, 3, 3, 3, 4], 'r': [176]}",26.1008,279016480,6780944,75.9375
"{'wid': None, 'ks': [7, 5, 5, 7, 5, 7, 5, 5, 5, 7, 7, 5, 7, 5, 7, 5, 5, 7, 3, 5], 'e': [6, 3, 3, 6, 4, 4, 3, 3, 3, 4, 6, 4, 6, 6, 6, 3, 6, 4, 6, 4], 'd': [4, 3, 3, 3, 4], 'r': [192]}",38.4768,413653184,8471648,78.33333333
"{'wid': None, 'ks': [3, 7, 3, 3, 5, 7, 7, 3, 3, 7, 5, 3, 7, 3, 3, 3, 5, 5, 7, 7], 'e': [6, 3, 3, 4, 4, 4, 4, 4, 4, 3, 4, 4, 3, 6, 3, 4, 6, 4, 4, 6], 'd': [4, 3, 3, 3, 4], 'r': [208]}",36.5833,404559744,7819224,78.95833333
"{'wid': None, 'ks': [7, 3, 3, 7, 7, 5, 5, 3, 7, 7, 5, 7, 5, 3, 3, 3, 7, 3, 3, 3], 'e': [6, 6, 6, 4, 6, 6, 3, 6, 6, 3, 4, 3, 3, 4, 3, 4, 4, 4, 4, 6], 'd': [4, 3, 3, 3, 4], 'r': [224]}",45.2242,510588288,7261288,78.22916667
"{'wid': None, 'ks': [3, 3, 7, 7, 5, 3, 5, 5, 5, 3, 5, 7, 7, 7, 5, 5, 3, 7, 3, 5], 'e': [3, 4, 6, 4, 3, 3, 3, 3, 6, 3, 3, 6, 3, 6, 4, 3, 3, 3, 4, 6], 'd': [4, 3, 3, 4, 2], 'r': [160]}",22.7365,225715840,5724584,76.14583333
"{'wid': None, 'ks': [7, 3, 3, 5, 7, 3, 3, 3, 5, 5, 5, 5, 7, 5, 5, 5, 7, 3, 3, 3], 'e': [4, 6, 6, 3, 3, 4, 6, 4, 4, 4, 4, 3, 6, 4, 3, 4, 3, 6, 3, 6], 'd': [4, 3, 3, 4, 2], 'r': [176]}",26.0079,289670400,6443640,78.125
"{'wid': None, 'ks': [5, 5, 5, 7, 5, 5, 3, 7, 3, 7, 5, 7, 3, 5, 3, 7, 3, 3, 5, 3], 'e': [3, 6, 4, 6, 6, 4, 6, 6, 6, 6, 4, 3, 6, 3, 3, 3, 6, 4, 6, 6], 'd': [4, 3, 3, 4, 2], 'r': [192]}",34.18,369551808,6174608,78.64583333
"{'wid': None, 'ks': [7, 7, 5, 7, 7, 7, 3, 3, 7, 5, 3, 3, 3, 5, 5, 3, 3, 7, 3, 3], 'e': [4, 6, 3, 6, 3, 4, 3, 3, 6, 4, 6, 4, 4, 4, 6, 3, 3, 4, 4, 3], 'd': [4, 3, 3, 4, 2], 'r': [208]}",42.2907,443822272,6075120,79.16666667
"{'wid': None, 'ks': [3, 3, 3, 5, 3, 7, 5, 7, 5, 5, 3, 5, 3, 3, 7, 5, 5, 3, 7, 7], 'e': [3, 6, 4, 4, 6, 6, 4, 6, 4, 4, 3, 4, 6, 4, 3, 4, 4, 4, 3, 4], 'd': [4, 3, 3, 4, 2], 'r': [224]}",39.1699,441030016,6002504,79.89583333
"{'wid': None, 'ks': [7, 3, 7, 5, 3, 3, 5, 7, 3, 3, 5, 3, 5, 7, 7, 5, 7, 3, 3, 3], 'e': [6, 6, 3, 6, 3, 3, 4, 6, 4, 4, 6, 4, 4, 4, 3, 4, 6, 3, 6, 4], 'd': [4, 3, 3, 4, 3], 'r': [160]}",25.167,265554256,7113600,75.83333333
"{'wid': None, 'ks': [3, 3, 3, 5, 7, 7, 5, 7, 3, 5, 5, 7, 5, 5, 5, 5, 3, 5, 5, 3], 'e': [4, 3, 4, 3, 4, 3, 4, 3, 3, 4, 4, 6, 6, 3, 4, 4, 6, 6, 6, 3], 'd': [4, 3, 3, 4, 3], 'r': [176]}",25.9887,283891872,7911432,76.97916667
"{'wid': None, 'ks': [7, 7, 7, 5, 7, 3, 5, 5, 7, 7, 5, 3, 5, 7, 3, 5, 7, 5, 3, 7], 'e': [3, 6, 4, 6, 3, 6, 4, 6, 4, 6, 6, 4, 6, 4, 6, 6, 4, 4, 6, 3], 'd': [4, 3, 3, 4, 3], 'r': [192]}",38.8012,426655360,7930512,78.95833333
"{'wid': None, 'ks': [7, 3, 5, 5, 3, 3, 3, 3, 5, 5, 5, 5, 5, 7, 5, 5, 7, 7, 5, 7], 'e': [6, 4, 6, 4, 4, 3, 6, 4, 4, 4, 4, 3, 3, 3, 3, 6, 3, 6, 3, 3], 'd': [4, 3, 3, 4, 3], 'r': [208]}",40.343,433692128,6857032,78.64583333
"{'wid': None, 'ks': [7, 3, 5, 3, 7, 7, 5, 5, 5, 7, 3, 7, 3, 7, 7, 7, 7, 3, 3, 3], 'e': [4, 6, 4, 3, 4, 6, 4, 4, 6, 4, 3, 6, 4, 3, 6, 4, 6, 3, 4, 6], 'd': [4, 3, 3, 4, 3], 'r': [224]}",44.4434,495993472,6900000,78.95833333
"{'wid': None, 'ks': [5, 7, 7, 5, 7, 7, 5, 5, 7, 5, 5, 5, 3, 7, 7, 3, 5, 5, 3, 7], 'e': [4, 6, 3, 3, 3, 3, 3, 3, 4, 4, 6, 4, 4, 6, 4, 3, 3, 4, 6, 4], 'd': [4, 3, 3, 4, 4], 'r': [160]}",25.9509,260190784,7815400,75.9375
"{'wid': None, 'ks': [3, 7, 3, 7, 5, 7, 5, 7, 3, 7, 7, 7, 5, 3, 5, 3, 5, 5, 7, 7], 'e': [4, 3, 4, 4, 4, 3, 4, 4, 4, 3, 3, 6, 4, 3, 4, 6, 3, 3, 3, 4], 'd': [4, 3, 3, 4, 4], 'r': [176]}",26.989,286311488,6794232,76.35416667
"{'wid': None, 'ks': [7, 5, 7, 3, 5, 7, 5, 5, 3, 3, 7, 3, 3, 3, 3, 7, 5, 5, 5, 3], 'e': [3, 6, 3, 4, 3, 4, 6, 6, 4, 4, 4, 6, 3, 6, 4, 4, 3, 4, 6, 3], 'd': [4, 3, 3, 4, 4], 'r': [192]}",32.8816,359388640,7620032,78.4375
"{'wid': None, 'ks': [5, 3, 7, 7, 7, 5, 7, 7, 5, 7, 7, 3, 3, 3, 5, 7, 5, 5, 5, 3], 'e': [4, 4, 4, 3, 3, 6, 3, 4, 3, 3, 4, 6, 4, 4, 4, 4, 4, 6, 4, 4], 'd': [4, 3, 3, 4, 4], 'r': [208]}",39.9657,422228192,7704816,79.16666667
"{'wid': None, 'ks': [7, 3, 7, 3, 3, 3, 3, 7, 7, 5, 3, 3, 7, 3, 3, 3, 3, 5, 3, 5], 'e': [4, 4, 6, 6, 4, 3, 3, 4, 6, 4, 4, 6, 4, 3, 6, 6, 6, 6, 4, 3], 'd': [4, 3, 3, 4, 4], 'r': [224]}",44.3352,534591040,8184384,79.27083333
"{'wid': None, 'ks': [5, 3, 3, 7, 3, 3, 7, 7, 7, 3, 7, 5, 3, 3, 3, 7, 5, 3, 5, 7], 'e': [4, 4, 4, 4, 4, 3, 3, 3, 4, 6, 6, 6, 3, 3, 6, 3, 4, 3, 3, 6], 'd': [4, 3, 4, 2, 2], 'r': [160]}",19.3212,197781696,5134336,73.75
"{'wid': None, 'ks': [7, 7, 7, 3, 5, 7, 3, 7, 5, 7, 5, 7, 5, 5, 7, 3, 3, 3, 3, 5], 'e': [3, 6, 3, 3, 6, 3, 4, 6, 4, 3, 4, 6, 3, 6, 3, 6, 4, 3, 4, 3], 'd': [4, 3, 4, 2, 2], 'r': [176]}",26.291,264817200,5457752,75.9375
"{'wid': None, 'ks': [5, 3, 5, 3, 7, 5, 3, 5, 3, 5, 3, 3, 7, 7, 5, 5, 5, 5, 5, 5], 'e': [4, 3, 3, 3, 6, 6, 4, 6, 4, 3, 4, 4, 6, 3, 4, 6, 6, 4, 6, 6], 'd': [4, 3, 4, 2, 2], 'r': [192]}",26.7846,283159488,5772504,78.4375
"{'wid': None, 'ks': [3, 3, 3, 7, 3, 7, 3, 7, 7, 3, 5, 5, 3, 5, 7, 7, 3, 7, 3, 3], 'e': [3, 3, 6, 3, 6, 6, 6, 4, 4, 6, 6, 3, 6, 4, 3, 6, 6, 3, 3, 6], 'd': [4, 3, 4, 2, 2], 'r': [208]}",33.3764,368140992,5771064,79.47916667
"{'wid': None, 'ks': [3, 7, 3, 3, 3, 7, 3, 5, 7, 5, 7, 5, 5, 7, 5, 5, 5, 5, 5, 3], 'e': [6, 6, 3, 3, 3, 6, 4, 3, 6, 4, 6, 6, 3, 6, 4, 6, 4, 6, 3, 4], 'd': [4, 3, 4, 2, 2], 'r': [224]}",43.3039,466073440,6335672,80
"{'wid': None, 'ks': [3, 5, 3, 7, 5, 7, 3, 3, 7, 7, 3, 7, 5, 7, 3, 3, 3, 5, 7, 5], 'e': [6, 4, 4, 3, 3, 6, 3, 6, 6, 3, 6, 3, 3, 4, 3, 6, 3, 4, 6, 3], 'd': [4, 3, 4, 2, 3], 'r': [160]}",22.1743,219862048,6469176,74.0625
"{'wid': None, 'ks': [7, 3, 5, 3, 7, 3, 3, 5, 5, 3, 3, 7, 3, 5, 7, 5, 7, 5, 3, 5], 'e': [3, 3, 6, 3, 3, 4, 4, 3, 6, 6, 4, 4, 3, 6, 6, 4, 3, 4, 4, 3], 'd': [4, 3, 4, 2, 3], 'r': [176]}",23.7279,253979472,6165576,75.625
"{'wid': None, 'ks': [7, 3, 7, 7, 5, 3, 7, 7, 3, 3, 7, 7, 7, 5, 5, 5, 3, 3, 3, 3], 'e': [4, 3, 6, 6, 4, 4, 3, 4, 3, 6, 3, 6, 4, 4, 3, 3, 6, 4, 6, 6], 'd': [4, 3, 4, 2, 3], 'r': [192]}",33.4677,360494272,6882648,78.54166667
"{'wid': None, 'ks': [5, 7, 7, 7, 3, 5, 3, 7, 7, 7, 7, 5, 3, 7, 5, 7, 3, 7, 5, 7], 'e': [3, 3, 4, 3, 6, 3, 6, 6, 3, 6, 3, 4, 4, 6, 3, 6, 6, 4, 4, 6], 'd': [4, 3, 4, 2, 3], 'r': [208]}",37.8767,390787264,6679728,79.27083333
"{'wid': None, 'ks': [3, 5, 3, 7, 7, 7, 5, 3, 5, 3, 3, 7, 3, 3, 5, 3, 3, 3, 3, 7], 'e': [3, 3, 3, 6, 6, 3, 6, 6, 6, 6, 3, 4, 6, 6, 4, 6, 3, 6, 4, 4], 'd': [4, 3, 4, 2, 3], 'r': [224]}",41.8512,452992160,6882904,78.64583333
"{'wid': None, 'ks': [5, 5, 3, 7, 7, 3, 7, 3, 7, 5, 5, 3, 3, 7, 5, 7, 7, 5, 3, 3], 'e': [6, 4, 3, 4, 3, 4, 4, 3, 3, 6, 6, 6, 3, 6, 4, 6, 6, 6, 3, 4], 'd': [4, 3, 4, 2, 4], 'r': [160]}",24.1351,251172080,7593128,74.47916667
"{'wid': None, 'ks': [7, 3, 5, 5, 3, 3, 3, 5, 5, 7, 3, 3, 3, 5, 5, 5, 7, 3, 7, 5], 'e': [4, 6, 4, 3, 4, 3, 3, 3, 3, 6, 4, 3, 4, 6, 3, 3, 4, 4, 3, 6], 'd': [4, 3, 4, 2, 4], 'r': [176]}",25.6912,278455840,7230016,75.52083333
"{'wid': None, 'ks': [7, 3, 5, 7, 5, 3, 5, 5, 3, 5, 3, 7, 5, 7, 3, 3, 3, 7, 3, 3], 'e': [3, 3, 4, 3, 6, 6, 4, 6, 6, 6, 6, 4, 6, 3, 3, 6, 3, 4, 3, 4], 'd': [4, 3, 4, 2, 4], 'r': [192]}",30.1026,317906400,6500440,78.64583333
"{'wid': None, 'ks': [5, 5, 3, 3, 5, 5, 5, 3, 3, 3, 7, 5, 7, 3, 3, 3, 3, 3, 3, 3], 'e': [4, 4, 3, 6, 6, 4, 6, 3, 3, 3, 3, 6, 3, 6, 3, 3, 3, 6, 6, 4], 'd': [4, 3, 4, 2, 4], 'r': [208]}",34.4457,399449888,7783680,77.60416667
"{'wid': None, 'ks': [3, 3, 7, 7, 5, 3, 7, 3, 7, 7, 5, 3, 7, 7, 5, 3, 7, 7, 5, 3], 'e': [6, 4, 3, 4, 3, 6, 6, 4, 4, 6, 4, 4, 6, 4, 6, 4, 6, 6, 4, 4], 'd': [4, 3, 4, 2, 4], 'r': [224]}",45.9483,499636032,7786456,79.6875
"{'wid': None, 'ks': [3, 5, 5, 5, 3, 3, 7, 7, 5, 7, 3, 5, 7, 3, 5, 5, 7, 5, 7, 7], 'e': [6, 4, 4, 4, 3, 3, 6, 4, 3, 6, 3, 4, 6, 6, 6, 3, 4, 3, 4, 6], 'd': [4, 3, 4, 3, 2], 'r': [160]}",24.0965,247796128,6266136,75.83333333
"{'wid': None, 'ks': [3, 5, 3, 7, 5, 3, 5, 5, 7, 3, 3, 7, 5, 3, 7, 7, 5, 5, 5, 7], 'e': [6, 4, 4, 4, 4, 4, 6, 6, 4, 4, 3, 3, 4, 3, 4, 6, 6, 3, 3, 4], 'd': [4, 3, 4, 3, 2], 'r': [176]}",26.2121,276514432,5704816,76.97916667
"{'wid': None, 'ks': [3, 3, 5, 5, 5, 7, 7, 3, 3, 7, 5, 3, 3, 7, 7, 3, 7, 7, 3, 5], 'e': [3, 4, 6, 3, 6, 3, 4, 6, 4, 3, 6, 6, 3, 6, 6, 4, 3, 6, 3, 4], 'd': [4, 3, 4, 3, 2], 'r': [192]}",32.4959,347455968,6775160,78.75
"{'wid': None, 'ks': [3, 7, 7, 3, 5, 7, 5, 5, 5, 7, 3, 7, 3, 7, 3, 3, 3, 7, 5, 5], 'e': [6, 6, 4, 3, 6, 4, 4, 3, 6, 3, 4, 4, 6, 6, 6, 4, 3, 3, 6, 3], 'd': [4, 3, 4, 3, 2], 'r': [208]}",41.8137,449296352,6141216,78.75
"{'wid': None, 'ks': [3, 3, 5, 3, 3, 5, 5, 5, 5, 5, 3, 5, 3, 7, 3, 7, 5, 7, 3, 5], 'e': [4, 3, 4, 3, 6, 6, 4, 3, 3, 6, 4, 4, 3, 4, 3, 6, 6, 3, 6, 4], 'd': [4, 3, 4, 3, 2], 'r': [224]}",37.5453,405114368,5730184,78.95833333
"{'wid': None, 'ks': [5, 5, 7, 3, 5, 7, 5, 3, 7, 7, 5, 5, 3, 3, 3, 7, 3, 3, 7, 3], 'e': [3, 6, 3, 6, 3, 3, 3, 6, 6, 6, 3, 4, 6, 6, 3, 3, 4, 3, 4, 4], 'd': [4, 3, 4, 3, 3], 'r': [160]}",22.8077,237616896,6452584,74.6875
"{'wid': None, 'ks': [5, 5, 3, 7, 3, 5, 7, 5, 7, 3, 7, 3, 7, 3, 7, 3, 3, 5, 7, 7], 'e': [6, 6, 3, 6, 3, 3, 3, 4, 3, 3, 6, 3, 3, 6, 6, 4, 3, 4, 6, 6], 'd': [4, 3, 4, 3, 3], 'r': [176]}",30.5522,327493664,7267472,75.83333333
"{'wid': None, 'ks': [3, 5, 7, 3, 5, 5, 5, 3, 5, 3, 7, 5, 7, 5, 7, 7, 5, 3, 7, 5], 'e': [6, 3, 4, 3, 4, 3, 3, 4, 3, 4, 6, 4, 6, 6, 4, 3, 6, 6, 6, 6], 'd': [4, 3, 4, 3, 3], 'r': [192]}",33.1947,365948608,8152240,77.91666667
"{'wid': None, 'ks': [3, 3, 5, 7, 5, 7, 5, 7, 7, 3, 3, 7, 7, 5, 7, 7, 7, 7, 3, 3], 'e': [3, 6, 6, 3, 3, 3, 6, 6, 4, 6, 6, 6, 3, 6, 4, 6, 4, 3, 4, 6], 'd': [4, 3, 4, 3, 3], 'r': [208]}",38.7147,425351168,6535408,78.33333333
"{'wid': None, 'ks': [5, 5, 3, 5, 3, 5, 5, 3, 7, 5, 3, 3, 7, 5, 7, 5, 5, 7, 3, 5], 'e': [4, 3, 6, 6, 3, 4, 6, 4, 6, 6, 6, 3, 6, 6, 3, 6, 3, 6, 3, 3], 'd': [4, 3, 4, 3, 3], 'r': [224]}",45.2002,496834112,7009432,79.27083333
"{'wid': None, 'ks': [5, 3, 3, 5, 3, 3, 5, 7, 5, 3, 5, 7, 7, 7, 7, 7, 5, 7, 3, 3], 'e': [3, 3, 4, 6, 6, 6, 4, 4, 3, 3, 3, 6, 3, 4, 4, 4, 6, 4, 4, 3], 'd': [4, 3, 4, 3, 4], 'r': [160]}",22.6594,236775984,7051712,75.625
"{'wid': None, 'ks': [7, 5, 3, 5, 5, 3, 7, 5, 3, 3, 5, 3, 5, 7, 7, 5, 5, 7, 7, 7], 'e': [3, 3, 3, 4, 6, 6, 4, 3, 6, 3, 6, 4, 4, 6, 6, 4, 6, 4, 3, 4], 'd': [4, 3, 4, 3, 4], 'r': [176]}",29.5546,317842720,7740536,76.35416667
"{'wid': None, 'ks': [5, 7, 3, 7, 5, 5, 7, 5, 5, 5, 7, 3, 3, 5, 3, 5, 5, 3, 3, 5], 'e': [6, 3, 4, 3, 4, 3, 4, 6, 6, 4, 6, 4, 4, 3, 4, 3, 3, 3, 6, 3], 'd': [4, 3, 4, 3, 4], 'r': [192]}",31.5518,342111712,6866888,77.1875
"{'wid': None, 'ks': [7, 5, 3, 3, 5, 3, 7, 5, 5, 5, 5, 5, 5, 3, 7, 7, 5, 5, 3, 3], 'e': [3, 4, 6, 3, 3, 6, 6, 6, 4, 6, 3, 6, 3, 6, 6, 3, 6, 3, 6, 3], 'd': [4, 3, 4, 3, 4], 'r': [208]}",38.8339,446433472,7951376,78.75
"{'wid': None, 'ks': [7, 5, 7, 7, 7, 3, 3, 5, 7, 5, 7, 5, 5, 3, 3, 5, 5, 7, 3, 5], 'e': [3, 4, 4, 6, 6, 3, 6, 6, 6, 6, 3, 3, 3, 3, 4, 4, 6, 6, 6, 3], 'd': [4, 3, 4, 3, 4], 'r': [224]}",47.739,517815872,8004856,80.20833333
"{'wid': None, 'ks': [7, 7, 7, 5, 7, 3, 7, 5, 3, 5, 7, 5, 5, 5, 7, 3, 5, 5, 3, 5], 'e': [3, 3, 4, 3, 4, 4, 6, 6, 3, 4, 3, 4, 3, 6, 3, 3, 4, 3, 4, 3], 'd': [4, 3, 4, 4, 2], 'r': [160]}",25.5959,230152480,5860392,76.5625
"{'wid': None, 'ks': [5, 3, 5, 3, 7, 5, 5, 7, 3, 7, 7, 5, 5, 5, 7, 3, 7, 3, 5, 3], 'e': [6, 3, 4, 4, 4, 3, 6, 6, 4, 3, 3, 4, 6, 3, 6, 3, 4, 3, 6, 3], 'd': [4, 3, 4, 4, 2], 'r': [176]}",27.7496,292815968,6048800,77.91666667
"{'wid': None, 'ks': [3, 5, 5, 7, 7, 7, 3, 3, 5, 3, 5, 7, 7, 5, 5, 7, 5, 5, 7, 7], 'e': [3, 3, 6, 4, 6, 6, 4, 3, 4, 3, 6, 3, 6, 4, 4, 3, 4, 4, 3, 4], 'd': [4, 3, 4, 4, 2], 'r': [192]}",34.9458,361156992,6169544,79.16666667
"{'wid': None, 'ks': [7, 5, 5, 5, 3, 3, 7, 5, 5, 5, 3, 7, 7, 7, 7, 7, 5, 7, 7, 3], 'e': [3, 4, 6, 6, 3, 3, 6, 6, 3, 4, 3, 3, 6, 4, 4, 3, 6, 4, 4, 6], 'd': [4, 3, 4, 4, 2], 'r': [208]}",41.5031,434538368,6418272,80.3125
"{'wid': None, 'ks': [3, 7, 7, 5, 3, 3, 7, 7, 7, 3, 3, 5, 3, 5, 7, 3, 7, 3, 7, 7], 'e': [4, 4, 6, 4, 4, 3, 6, 3, 6, 3, 4, 4, 6, 4, 4, 6, 6, 6, 3, 3], 'd': [4, 3, 4, 4, 2], 'r': [224]}",48.2526,541043584,7294760,81.04166667
"{'wid': None, 'ks': [5, 5, 7, 7, 5, 7, 7, 5, 5, 3, 5, 7, 5, 7, 7, 5, 3, 5, 3, 5], 'e': [6, 6, 4, 3, 6, 6, 6, 6, 6, 6, 6, 6, 4, 3, 6, 3, 6, 3, 6, 6], 'd': [4, 3, 4, 4, 3], 'r': [160]}",30.2692,312495872,7588648,76.97916667
"{'wid': None, 'ks': [5, 3, 5, 3, 5, 7, 7, 5, 7, 5, 7, 7, 3, 7, 5, 3, 7, 5, 7, 7], 'e': [3, 6, 6, 4, 3, 4, 3, 3, 3, 3, 3, 3, 4, 3, 6, 6, 6, 3, 6, 6], 'd': [4, 3, 4, 4, 3], 'r': [176]}",27.5544,318305568,7682168,77.5
"{'wid': None, 'ks': [5, 3, 5, 3, 5, 3, 5, 7, 7, 7, 5, 3, 3, 7, 5, 5, 7, 7, 5, 5], 'e': [6, 6, 4, 6, 3, 3, 3, 6, 6, 6, 3, 3, 6, 3, 4, 3, 6, 3, 3, 4], 'd': [4, 3, 4, 4, 3], 'r': [192]}",32.4383,368560832,6502120,78.22916667
"{'wid': None, 'ks': [7, 5, 3, 3, 5, 3, 7, 7, 7, 3, 7, 5, 3, 7, 7, 7, 7, 5, 3, 3], 'e': [3, 6, 4, 3, 4, 6, 3, 4, 3, 6, 3, 4, 4, 6, 6, 6, 6, 4, 4, 3], 'd': [4, 3, 4, 4, 3], 'r': [208]}",44.6023,469225152,7859136,78.85416667
"{'wid': None, 'ks': [3, 7, 7, 7, 3, 5, 3, 5, 3, 5, 5, 7, 3, 7, 3, 7, 3, 3, 3, 3], 'e': [4, 6, 3, 6, 6, 6, 3, 4, 4, 3, 4, 4, 3, 3, 4, 6, 4, 6, 6, 6], 'd': [4, 3, 4, 4, 3], 'r': [224]}",52.1188,555429184,7830936,79.58333333
"{'wid': None, 'ks': [7, 3, 5, 3, 3, 3, 7, 3, 5, 5, 5, 5, 3, 5, 7, 7, 7, 5, 7, 3], 'e': [3, 4, 4, 3, 6, 3, 4, 3, 6, 6, 4, 3, 4, 3, 4, 3, 6, 4, 4, 3], 'd': [4, 3, 4, 4, 4], 'r': [160]}",23.6219,241625648,7220416,76.77083333
"{'wid': None, 'ks': [5, 7, 5, 3, 7, 7, 3, 3, 7, 5, 7, 7, 3, 3, 3, 5, 5, 7, 7, 7], 'e': [4, 4, 4, 3, 3, 6, 3, 3, 4, 6, 6, 4, 6, 3, 6, 3, 6, 6, 6, 3], 'd': [4, 3, 4, 4, 4], 'r': [176]}",31.8328,343749728,8785424,75.9375
"{'wid': None, 'ks': [7, 5, 5, 7, 7, 7, 5, 5, 5, 3, 3, 3, 7, 3, 3, 5, 7, 7, 5, 3], 'e': [6, 4, 3, 4, 3, 6, 4, 6, 4, 4, 3, 3, 4, 6, 3, 4, 3, 3, 3, 3], 'd': [4, 3, 4, 4, 4], 'r': [192]}",35.2748,375602144,6691568,78.54166667
"{'wid': None, 'ks': [7, 7, 7, 5, 3, 5, 5, 5, 7, 3, 3, 3, 5, 5, 5, 7, 3, 7, 7, 7], 'e': [4, 3, 3, 3, 3, 3, 6, 3, 3, 4, 6, 3, 3, 4, 4, 6, 6, 4, 4, 6], 'd': [4, 3, 4, 4, 4], 'r': [208]}",43.7571,452906240,8380328,78.54166667
"{'wid': None, 'ks': [5, 7, 3, 7, 3, 7, 5, 3, 7, 7, 5, 3, 5, 7, 7, 7, 3, 7, 7, 3], 'e': [3, 3, 6, 3, 3, 3, 4, 4, 4, 3, 6, 3, 6, 4, 3, 3, 4, 3, 3, 3], 'd': [4, 3, 4, 4, 4], 'r': [224]}",44.4525,460520480,6607472,78.22916667
